k,cOutros,cObstrução,cTráfego_Pesado,cTráfego_Livre,cIncidentes,cSemáforo,cClima,day_of_week,hour,grid_w,grid_h,evento,obras,manifestacoes,holiday,holiday_eve,humidity,cloud,tempC,windHph,pressureIn,precipIn,condition
3,0,1,1,0,1,0,0,3,15,55,58,0,0,0,0,0,76,14,22.40,1.80,30.60,0.00,1000
3,0,1,1,0,1,0,0,3,15,59,63,0,0,0,0,0,76,14,22.40,1.80,30.60,0.00,1000
3,0,1,1,0,1,0,0,3,15,55,56,0,0,0,0,0,76,14,22.40,1.80,30.60,0.00,1000
3,0,1,1,0,1,0,0,3,15,55,57,0,0,0,0,0,76,14,22.40,1.80,30.60,0.00,1000
1,1,0,0,0,0,0,0,0,9,49,47,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,1,1,0,0,0,0,0,14,61,44,0,0,0,0,0,84,64,19.70,14.80,30.70,0.00,1006
2,0,1,1,0,0,0,0,0,14,63,39,0,0,0,0,0,84,64,19.70,14.80,30.70,0.00,1006
3,0,0,1,0,0,0,0,4,12,32,94,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000
3,0,0,1,0,0,0,0,4,12,38,73,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000
3,0,0,1,0,0,0,0,4,12,38,74,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000
1,0,0,1,1,0,0,0,3,12,46,52,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000
1,0,0,1,1,0,0,0,3,12,46,49,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000
1,0,0,1,1,0,0,0,3,12,46,48,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000
2,0,1,1,0,0,0,0,2,13,41,56,0,0,0,0,0,80,100,19.10,13.00,30.60,0.00,1009
2,0,1,1,0,0,0,0,2,13,41,57,0,0,0,0,0,80,100,19.10,13.00,30.60,0.00,1009
3,1,0,0,0,0,0,0,0,14,48,49,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,49,50,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,48,48,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,49,51,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,50,47,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,51,48,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,50,46,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,51,49,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,50,49,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,49,46,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,51,47,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,50,48,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,50,51,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,48,47,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,50,50,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,49,45,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,49,48,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,48,46,1,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,49,49,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
3,1,0,0,0,0,0,0,0,14,49,47,0,0,1,0,0,74,9,19.70,5.80,30.60,0.00,1003
0,0,0,1,0,1,0,0,4,7,33,53,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183
0,0,0,1,0,1,0,0,4,7,31,53,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183
0,0,0,1,0,1,0,0,4,7,32,53,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183
0,0,0,1,0,1,0,0,4,7,33,52,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183
1,1,0,0,0,0,0,0,0,13,49,47,0,0,0,0,0,89,60,11.70,5.80,30.90,0.00,1003
2,0,1,0,0,0,0,0,4,14,28,108,0,0,0,0,0,72,11,12.50,4.30,30.80,0.00,1000
3,0,0,1,0,0,0,0,2,18,44,84,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
3,0,0,1,0,0,0,0,2,18,30,96,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
3,0,0,1,0,0,0,0,2,18,34,73,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
3,0,0,1,0,0,0,0,2,18,34,62,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
3,0,0,1,0,0,0,0,2,18,35,62,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
3,0,0,1,0,0,0,0,2,18,34,74,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
3,0,0,1,0,0,0,0,2,18,33,73,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
3,0,0,1,0,0,0,0,2,18,33,74,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
3,0,0,1,0,0,0,0,2,18,49,47,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
0,0,1,1,0,1,0,0,4,13,33,53,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183
0,0,1,1,0,1,0,0,4,13,31,53,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183
0,0,1,1,0,1,0,0,4,13,32,53,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183
0,0,1,1,0,1,0,0,4,13,33,52,0,0,0,0,0,96,81,17.50,5.00,30.50,0.05,1183
1,0,0,1,1,0,0,0,2,12,59,64,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
1,0,0,1,1,0,0,0,2,12,52,55,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
1,0,0,1,1,0,0,0,2,12,44,84,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
1,0,0,1,1,0,0,0,2,12,59,65,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
1,0,0,1,1,0,0,0,2,12,52,54,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
1,0,0,1,1,0,0,0,2,12,60,64,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
1,0,0,1,1,0,0,0,2,12,59,63,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
1,0,0,1,1,0,0,0,2,12,60,65,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
1,0,0,1,1,0,0,0,2,12,46,46,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
1,0,0,1,1,0,0,0,2,12,32,94,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
1,0,0,1,1,0,0,0,2,12,47,46,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
1,0,0,1,1,0,0,0,2,12,49,47,0,0,0,0,0,84,94,13.30,15.80,30.50,0.01,1006
2,0,0,1,0,0,0,0,0,9,30,65,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,34,73,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,84,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,83,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,68,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,26,77,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,73,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,33,65,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,70,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,32,64,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,79,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,31,71,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,75,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,66,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,81,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,67,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,82,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,53,89,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,26,78,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,31,73,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,73,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,72,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,72,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,82,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,82,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,78,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,26,67,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,32,71,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,40,73,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,66,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,76,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,60,65,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,69,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,77,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,34,69,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,85,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,26,73,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,77,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,33,69,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,84,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,66,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,26,68,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,32,68,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,31,67,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,71,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,79,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,70,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,59,65,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,34,70,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,85,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,82,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,71,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,72,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,33,64,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,69,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,32,65,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,76,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,31,70,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,68,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,52,54,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,67,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,31,83,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,86,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,81,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,66,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,83,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,26,79,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,33,67,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,31,72,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,72,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,73,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,31,69,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,73,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,34,65,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,31,86,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,83,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,81,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,80,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,53,91,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,67,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,75,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,74,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,78,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,34,66,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,31,85,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,86,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,41,71,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,84,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,76,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,33,68,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,85,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,65,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,26,69,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,32,69,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,33,73,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,31,66,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,78,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,32,72,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,71,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,59,64,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,34,71,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,85,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,70,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,75,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,33,71,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,68,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,26,70,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,32,66,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,77,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,31,65,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,69,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,52,55,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,64,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,31,82,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,34,72,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,41,72,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,80,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,69,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,26,76,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,33,66,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,71,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,78,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,31,68,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,74,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,80,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,59,63,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,80,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,81,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,53,90,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,74,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,75,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,79,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,34,67,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,31,84,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,41,70,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,83,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,79,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,86,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,64,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,26,66,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,32,70,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,33,72,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,40,72,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,65,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,77,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,60,64,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,32,73,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,30,68,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,28,76,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,45,95,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,34,68,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,27,84,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
2,0,0,1,0,0,0,0,0,9,29,86,0,0,0,0,0,78,5,18.70,11.90,30.80,0.00,1000
